controller,step,hour,active_peers,changed_peers,relief_selected_peers,recovery_selected_peers,debt_created_soc,debt_repaid_soc,extra_discharge_soc,extra_charge_soc,total_debt_soc,max_debt_soc,mean_budget_use_soc,official_predicted_grid,negotiated_predicted_grid,predicted_grid_delta,district_target,final_shadow_signal,logical_message_count,coordinator_id,coordinator_policy,planner_tool
chesca_commitment_full_mesh,1,2,3,3,3,0,0.12000000000000005,0.0,0.12000000000000005,0.0,0.12000000000000005,0.040000000000000036,0.040000000000000015,7.472708936843154,7.020708974990127,-0.45199996185302727,7.472708936843154,1.8076975805101139,18,,,
chesca_commitment_full_mesh,2,3,3,3,0,3,0.0,0.12,0.0,0.12000000000000002,5.551115123125783e-17,2.7755575615628914e-17,0.08000000000000003,2.434206675291062,2.8862066752910627,0.45200000000000085,2.434206675291062,-0.2992330768871617,18,,,
chesca_commitment_full_mesh,3,4,3,3,0,3,0.0,5.551115123125783e-17,0.0,0.12000000000000002,0.0,0.0,0.12000000000000004,2.236350388337163,2.688350388337163,0.45199999999999996,2.236350388337163,-0.21826248676343332,18,,,
chesca_commitment_full_mesh,4,5,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000004,1.979443637336617,1.9794436373366169,-2.220446049250313e-16,1.979443637336617,-0.05988831647900118,18,,,
chesca_commitment_full_mesh,5,6,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000004,2.3266421556064603,2.3266421556064603,0.0,2.3266421556064603,0.011996465420382088,18,,,
chesca_commitment_full_mesh,6,7,3,3,0,3,0.0,0.0,0.0,0.08,0.0,0.0,0.14666666666666672,2.1151465281395483,2.338322821686052,0.2231762935465036,2.1151465281395483,-0.1866419429345577,18,,,
chesca_commitment_full_mesh,7,8,3,3,3,0,0.12000000000000001,0.0,0.12000000000000001,0.0,0.12000000000000001,0.04000000000000001,0.18666666666666668,2.6273729155740657,2.175372915574065,-0.45200000000000085,2.6273729155740657,0.0801826535227929,18,,,
chesca_commitment_full_mesh,8,9,3,3,0,3,0.0,0.12,0.0,0.12000000000000002,6.938893903907228e-18,6.938893903907228e-18,0.2266666666666667,3.238414464842246,3.599518806002414,0.36110434116016776,3.238414464842246,-0.5153745942376192,18,,,
chesca_commitment_full_mesh,9,10,3,0,0,0,0.0,0.0,0.0,0.0,6.938893903907228e-18,6.938893903907228e-18,0.2266666666666667,3.3042314926036873,3.3042314926036873,0.0,3.3042314926036873,0.037412170088353625,18,,,
chesca_commitment_full_mesh,10,11,3,2,2,0,0.04,0.0,0.04,0.0,0.04000000000000001,0.02,0.24000000000000002,3.3341312074018936,3.1741312074018935,-0.16000000000000014,3.3341312074018936,0.34563429883772173,18,,,
chesca_commitment_full_mesh,11,12,3,3,3,0,0.12000000000000002,0.0,0.12000000000000002,0.0,0.16000000000000003,0.06000000000000001,0.28,3.646210794658641,3.194210794658641,-0.45199999999999996,2.2444067001342773,0.9322210422846133,18,,,
chesca_commitment_full_mesh,12,13,3,3,3,0,0.06000000000000001,0.0,0.06000000000000001,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,4.268038757721101,4.0420387577211,-0.22600000000000087,2.1947386264801025,1.5672065569237856,18,,,
chesca_commitment_full_mesh,13,14,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,3.990446146769191,3.990446146769191,0.0,2.1705636978149414,1.515213634514303,18,,,
chesca_commitment_full_mesh,14,15,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,2.3867985239648446,2.386798523964844,-4.440892098500626e-16,2.146388530731201,0.5593164947766331,18,,,
chesca_commitment_full_mesh,15,16,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,2.883083883094022,2.883083883094022,0.0,2.0633583068847656,1.0586156388170067,18,,,
chesca_commitment_full_mesh,16,17,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,3.4052765337075206,3.40527653370752,-4.440892098500626e-16,1.9567855596542358,1.4658322682479625,18,,,
chesca_commitment_full_mesh,17,18,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,2.933215016693792,2.9332150166937914,-4.440892098500626e-16,2.142935037612915,0.7714902318984562,18,,,
chesca_commitment_full_mesh,18,19,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,3.5115937449723433,3.5115937449723433,0.0,2.048133611679077,1.2018132961231847,18,,,
chesca_commitment_full_mesh,19,20,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,3.1836507339425006,3.1836507339425006,0.0,2.16365647315979,0.6737595774473804,18,,,
chesca_commitment_full_mesh,20,21,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,3.604973465927531,3.604973465927531,0.0,2.208552837371826,0.9884513291122536,18,,,
chesca_commitment_full_mesh,21,22,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,2.5765596472187675,2.5765596472187675,0.0,2.363919496536255,-0.010745154259648254,18,,,
chesca_commitment_full_mesh,22,23,3,0,0,0,0.0,0.0,0.0,0.0,0.22000000000000006,0.08000000000000002,0.30000000000000004,2.457963493317312,2.457963493317312,0.0,2.5047216415405273,-0.015601531586432417,18,,,
chesca_commitment_full_mesh,23,24,3,3,0,3,0.0,0.12000000000000002,0.0,0.12000000000000002,0.10000000000000003,0.040000000000000015,0.3400000000000001,2.1497520552520384,2.6017520552520383,0.45199999999999996,2.628532648086548,-0.13363602283926013,18,,,
chesca_commitment_full_mesh,24,1,3,0,0,0,0.0,0.0,0.0,0.0,0.10000000000000003,0.040000000000000015,0.3400000000000001,2.5855537707157943,2.585553770715794,-4.440892098500626e-16,2.5618650913238525,0.08302393533440282,18,,,
chesca_commitment_full_mesh,25,2,3,0,0,0,0.0,0.0,0.0,0.0,0.10000000000000003,0.040000000000000015,0.30000000000000004,2.330953506123735,2.330953506123735,0.0,2.5760984420776367,-0.08017855324589523,18,,,
chesca_commitment_full_mesh,26,3,3,3,0,3,0.0,0.10000000000000002,0.0,0.10000000000000002,1.3877787807814457e-17,6.938893903907228e-18,0.2933333333333334,2.3832222167891315,2.7692222167891316,0.3860000000000001,2.544658899307251,-0.1324070475131905,18,,,
chesca_commitment_full_mesh,27,4,3,0,0,0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,6.938893903907228e-18,0.25333333333333335,2.468517773586271,2.468517773586271,0.0,2.600881576538086,-0.34731776956226973,18,,,
chesca_commitment_full_mesh,28,5,3,0,0,0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,6.938893903907228e-18,0.25333333333333335,2.5376296201336084,2.5376296201336084,0.0,2.66623854637146,-0.2901778836295007,18,,,
chesca_commitment_full_mesh,29,6,3,0,0,0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,6.938893903907228e-18,0.25333333333333335,2.3953791954918975,2.3953791954918975,0.0,2.7578301429748535,-0.1470640960299961,18,,,
chesca_commitment_full_mesh,30,7,3,0,0,0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,6.938893903907228e-18,0.2266666666666667,1.830556364923682,1.830556364923682,0.0,2.7085118293762207,0.03503038469034887,18,,,
chesca_commitment_full_mesh,31,8,3,1,1,0,0.020000000000000004,0.0,0.020000000000000004,0.0,0.020000000000000018,0.02000000000000001,0.19333333333333336,1.3005992653758116,1.2345992653758118,-0.06599999999999984,2.6591930389404297,0.07906885567392205,18,,,
chesca_commitment_full_mesh,32,9,3,2,2,0,0.04000000000000001,0.0,0.04000000000000001,0.0,0.06000000000000002,0.02000000000000001,0.1666666666666667,1.2287735063686733,1.0687735063686734,-0.15999999999999992,2.6215343475341797,0.07260007824853826,18,,,
chesca_commitment_full_mesh,33,10,3,0,0,0,0.0,0.0,0.0,0.0,0.06000000000000002,0.02000000000000001,0.1666666666666667,1.8345820791630905,1.8345820791630905,0.0,2.592620372772217,0.23546261384582687,18,,,
chesca_commitment_full_mesh,34,11,3,3,0,3,0.0,0.06000000000000002,0.0,0.10000000000000002,0.0,0.0,0.18666666666666673,1.2498715568983902,1.5881016619516852,0.338230105053295,2.563706636428833,-0.16348581347560842,18,,,
chesca_commitment_full_mesh,35,12,3,1,0,1,0.0,0.0,0.0,0.020000000000000004,0.0,0.0,0.15333333333333335,1.895585884896841,1.9755858848968408,0.07999999999999985,2.5284788608551025,-0.06567387286747346,18,,,
chesca_commitment_full_mesh,36,13,3,3,0,3,0.0,0.0,0.0,0.08,0.0,0.0,0.16,2.2069208810948657,2.4508270917918433,0.2439062106969776,2.5884900093078613,-0.6300685496817584,18,,,
chesca_commitment_full_mesh,37,14,3,3,0,3,0.0,0.0,0.0,0.08,0.0,0.0,0.18666666666666668,1.4867592343408513,1.7204568613256161,0.23369762698476482,2.645102024078369,-0.32245903863383213,18,,,
chesca_commitment_full_mesh,38,15,3,2,2,0,0.08,0.0,0.08,0.0,0.08,0.04,0.21333333333333337,1.707639964726029,1.4156399647260292,-0.2919999999999998,2.6132731437683105,0.2768653126235108,18,,,
chesca_commitment_full_mesh,39,16,3,2,2,0,0.06,0.0,0.06,0.0,0.14,0.06,0.2333333333333333,1.6463828191200418,1.4063828191200418,-0.24,2.5843594074249268,0.554763962149285,18,,,
chesca_commitment_full_mesh,40,17,3,1,1,0,0.020000000000000004,0.0,0.020000000000000004,0.0,0.16,0.060000000000000005,0.24,3.0060522301192165,2.9400522301192162,-0.06600000000000028,2.555445671081543,0.7543828026989905,18,,,
chesca_commitment_full_mesh,41,18,3,0,0,0,0.0,0.0,0.0,0.0,0.16,0.060000000000000005,0.24,2.683045268725981,2.683045268725981,0.0,2.5176920890808105,0.5332496860736791,18,,,
chesca_commitment_full_mesh,42,19,3,0,0,0,0.0,0.0,0.0,0.0,0.16,0.060000000000000005,0.24,3.0140262483831575,3.0140262483831575,0.0,2.580228805541992,0.26534303700483947,18,,,
chesca_commitment_full_mesh,43,20,3,0,0,0,0.0,0.0,0.0,0.0,0.16,0.060000000000000005,0.24,3.2507871013085774,3.2507871013085774,0.0,2.5500521659851074,0.6348609132903996,18,,,
chesca_commitment_full_mesh,44,21,3,3,0,3,0.0,0.12,0.0,0.12,0.04,0.020000000000000004,0.28,2.768454081766766,3.220454081766766,0.45199999999999996,2.6050119400024414,-0.10109324769735217,18,,,
chesca_commitment_full_mesh,45,22,3,0,0,0,0.0,0.0,0.0,0.0,0.04,0.020000000000000004,0.28,2.8165777889099717,2.8165777889099717,0.0,2.6658616065979004,0.10207842650699642,18,,,
